cell_token,level,center_lat,center_lng,id
464dbc,9,55.97934182157203,11.018764461447438,5065911864047697920
464dd,8,56.25216003406457,11.00027018831088,5065933854280253440
464dec,9,56.12976797755879,11.349525985451965,5065964640605831168
464dfc,9,56.27935284773835,11.684735921569535,5065982232791875584
464e1,8,56.553063861670935,11.67159647407448,5066004223024431104
464e3,8,56.90248022016111,11.830057149623393,5066039407396519936
464e79,10,56.47626702920679,11.027719763844834,5066119671745347584
464e7f,10,56.48784268636017,10.897915526536197,5066126268815114240
464e81,10,56.49926698476461,10.768214216167726,5066128467838369792
464e83,10,56.51054030268276,10.638617577825467,5066130666861625344
464e9c,9,56.57102219257729,10.462014678471766,5066158154652319744
464ea4,9,56.592725700187025,10.203054007175338,5066166950745341952
464ea9,10,56.56465573961463,9.992265106412162,5066172448303480832
464eaf,10,56.652582322116956,10.026036638576068,5066179045373247488
464eb1,10,56.7405773135668,10.059996058316353,5066181244396503040
464ebc,9,56.768544260723914,10.272233036385153,5066193339024408576
464ec4,9,56.9446308718562,10.3421855027732,5066202135117430784
464ed4,9,57.14277637233984,10.149319724869672,5066219727303475200
464ef,8,56.99910251336192,10.77239602630264,5066250513629052928
464f01,10,57.20169668705091,11.064107999653768,5066269205326725120
464f05,10,57.30161573797663,10.968613241182757,5066273603373236224
464f07,10,57.28978613790618,11.102031057381888,5066275802396491776
464f0b,10,57.46614851943016,11.178519621211795,5066280200443002880
464f0f,10,57.38983015011761,11.006314458272625,5066284598489513984
464f14,9,57.45155020912915,10.824328594151982,5066290096047652864
464f1c,9,57.274933809169276,10.750233828071236,5066298892140675072
464f3b,10,57.43582213202889,10.471940621959762,5066332977001136128
464f3f,10,57.51302295180955,10.641972849937599,5066337375047647232
464f44,9,57.651558782971364,10.629979078007953,5066342872605786112
464f5c,9,57.828910790705734,10.703988012829134,5066369260884852736
464f9,8,57.655933941863864,11.61426521124572,5066426435489497088
464ff,8,57.60420922961538,12.157725404000926,5066531988605763584
46504,7,57.34678553219987,12.88690783395028,5066619949535985664
4651c,7,56.649405738223685,12.542447594307509,5067042162001051648
465211,10,56.10501504319943,12.079160673173215,5067131222442901504
465213,10,56.018410732726736,12.039216072605425,5067133421466157056
465215,10,56.00557658251684,12.168331423100899,5067135620489412608
465217,10,56.09211274582879,12.208678356518329,5067137819512668160
465224,9,56.20224095954784,12.46495297813564,5067152113163829248
465231,10,56.05248709657802,12.59773492150645,5067166406814990336
465237,10,55.96615992464138,12.556184394467385,5067173003884756992
465239,10,55.97945149718218,12.426817334302605,5067175202908012544
46523b,10,56.06584909119914,12.467967246216961,5067177401931268096
46523d,10,56.07905753553134,12.338281135267481,5067179600954523648
46523f,10,55.992590277705666,12.297532426311612,5067181799977779200
465241,10,55.906187775006444,12.257002181236963,5067183999001034752
465243,10,55.819850645539596,12.216688765294867,5067186198024290304
465245,10,55.806850042145,12.345176919181608,5067188397047545856
465247,10,55.89311827402347,12.385887773898096,5067190596070801408
465249,10,55.879896735729204,12.514856095511886,5067192795094056960
46524b,10,55.86652284857887,12.643905404010331,5067194994117312512
46524d,10,55.780394665279644,12.60240138436567,5067197193140568064
46524f,10,55.79369815259275,12.473748367912458,5067199392163823616
465251,10,55.70756479356507,12.432859570651182,5067201591187079168
465253,10,55.694331319376595,12.561118139017024,5067203790210334720
465255,10,55.60833342709942,12.520054031858512,5067205989233590272
465257,10,55.62149727256908,12.392188078241634,5067208188256845824
46525b,10,55.720647417568316,12.304683139979609,5067212586303356928
46525d,10,55.73357950302839,12.176590559321042,5067214785326612480
46525f,10,55.64737495682118,12.136705959557633,5067216984349868032
465261,10,55.660089423578825,12.00909318519651,5067219183373123584
465263,10,55.67265473312863,11.881568186833151,5067221382396379136
465265,10,55.758993328344204,11.92066377422198,5067223581419634688
465267,10,55.74636136628517,12.048583536397732,5067225780442890240
